,Title,Date,Summary,Rating,Metascore
424,Human Capital,"Mar 20, 2020","As perspectives shift between parents and children, an impulsive business deal brings together two families from across the social divide, with tragic consequences. A real estate agent puts his livelihood at stake with a desperate gamble, a wealthy housewife is confronted with the profound void in her life, and a teenage girl falls deeply in love for the first time.",Not Rated,51
425,Dangerous Lies,"Apr 30, 2020","After losing her waitressing job, Katie Franklin (Camila Mendes) takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam (Jessie T. Usher) are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves. [Netflix]",TV-14,51
426,Project Power,"Aug 14, 2020","On the streets of New Orleans, word begins to spread about a mysterious new pill that unlocks superpowers unique to each user. The catch: You don’t know what will happen until you take it. While some develop bulletproof skin, invisibility, and super strength, others exhibit a deadlier reaction. But when the pill escalates crime within the city to dangerous levels, a local cop (Joseph Gordon-Levitt) teams with a teenage dealer (Dominique Fishback) and a former soldier fueled by a secret vendetta (Jamie Foxx) to fight power with power and risk taking the pill in order to track down and stop the group responsible for creating it.",R,51
427,We Can Be Heroes,"Dec 25, 2020","When alien invaders kidnap Earth's superheroes, their kids are whisked away to a government safe house. But whip-smart tween Missy (Yaya Gosselin) will stop at nothing to rescue her superhero dad, Marcus Moreno (Pedro Pascal). She teams up with the rest of the superkids to escape their mysterious government babysitter, Ms. Granada (Priyanka Chopra Jonas). If they're going to save their parents, they'll have to work together by using their individual powers — from elasticity to time control to predicting the future — and form an out-of-this-world team.",PG,51
428,Go Back to China,"Mar 6, 2020","The semi-autobiographical film follows spoiled rich girl Sasha Li (Anna Akana), who after blowing through most of her trust fund, is forced by her father (Richard Ng) to go back to China and work for the family toy business. What begins simply as a way to regain financial support soon develops into a life altering journey of self discovery, as Sasha discovers her passion for toy designing and learns to reconnect with her estranged family. A bittersweet portrait of a fractured family, the film also offers an honest look at the human cost of things that are made in China. [SXSW]",TV-14,51
429,Dolly Parton’s Christmas On the Square,"Nov 22, 2020","A rich and nasty woman, Regina Fuller (Christine Baranski), returns to her small hometown after her father’s death to evict everyone and sell the land to a mall developer - right before Christmas. However, after listening to stories of the local townsfolk, reconnecting with an old love, and accepting the guidance of an actual angel, Regina starts to have a change of heart. This is the story about family, love, and how a small town’s Christmas spirit can warm even the coldest of hearts. [Netflix]",TV-PG,51
430,Lost Transmissions,"Mar 13, 2020","When an acclaimed music producer (Simon Pegg) goes off his schizophrenia medication, his friends chase him though the Los Angeles music scene to help commit him to a psychiatric hospital, revealing the troubling inadequacies of our mental health care system.",Not Rated,51
431,Trolls World Tour,"Apr 10, 2020","Poppy and Branch discover that they are but one of six different Troll tribes scattered over six different lands devoted to six different kinds of music: Funk, Country, Techno, Classical, Pop and Rock. Their world is about to get a lot bigger and a whole lot louder. A member of hard-rock royalty, Queen Barb, aided by her father King Thrash, wants to destroy all other kinds of music to let rock reign supreme. With the fate of the world at stake, Poppy and Branch, along with their friends, set out to visit all the other lands to unify the Trolls in harmony against Barb, who's looking to upstage them all.",TV-G,51
432,Liberté,"May 1, 2020","Just before the French Revolution, in a forest outside Berlin, a band of libertines expelled from the court of Louis XVI rendezvous with the legendary German seducer and freethinker, the Duc de Walchen (Helmut Berger), to convince him to join in their mission: the rejection of authority and all moral boundaries. What begins as an evening of strategizing on the proliferation of libertinage, descends into a Sadean night of pansexual one-upmanship.",Not Rated,51
433,The Christmas Chronicles 2,"Nov 25, 2020","It’s been two years since siblings Kate (Darby Camp) and Teddy Pierce (Judah Lewis) saved Christmas, and a lot has changed. Kate, now a cynical teenager, is reluctantly spending Christmas in Cancun with her mom’s new boyfriend and his son Jack (Jahzir Bruno). Unwilling to accept this new version of her family, Kate decides to run away. But when a mysterious, magical troublemaker named Belsnickel threatens to destroy the North Pole and end Christmas for good, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus (Kurt Russell). ",PG,51
434,The Wave,"Jan 17, 2020","Frank, an opportunistic insurance lawyer, thinks he's in for the time of his life when he goes out on the town to celebrate an upcoming promotion with his co-worker, Jeff. But their night takes a turn for the bizarre when Frank is dosed with a hallucinogen that completely alters his perception of the world, taking him on a psychedelic quest through board meetings, nightclubs, shootouts, and alternate dimensions. As Frank ping-pongs between reality and fantasy, he finds himself on a mission to find a missing girl, himself - and his wallet.",R,51
435,The Gentlemen,"Jan 24, 2020","The Gentlemen follows American expat Mickey Pearson (Matthew McConaughey) who built a highly profitable marijuana empire in London. When word gets out that he's looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",R,51
436,Train to Busan Presents: Peninsula,"Aug 21, 2020","Peninsula takes place four years after the zombie outbreak in Train to Busan.  Jung-seok, a soldier who previously escaped the diseased wasteland, relives the horror when assigned to a covert operation with two simple objectives: retrieve and survive. When his team unexpectedly stumbles upon survivors, their lives will depend on whether the best—or worst—of human nature prevails in the direst of circumstances.",Not Rated,51
437,The Hunt,"Mar 13, 2020","Twelve strangers wake up in a clearing. They don’t know where they are, or how they got there. They don't know they’ve been chosen… for a very specific purpose … The Hunt.",R,50
438,Eurovision Song Contest: The Story of Fire Saga,"Jun 26, 2020","When aspiring musicians Lars and Sigrit are given the opportunity of a lifetime to represent their country at the world’s biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.",PG-13,50
439,Joan of Arc,"May 22, 2020","In the 15th century, both France and England stake a blood claim for the French throne. Believing that God had chosen her, the young Joan (Lise Leplat Prudhomme) leads the army of the King of France. When she is captured, the Church sends her for trial on charges of heresy. Refusing to accept the accusations, the graceful Joan of Arc will stay true to her mission.",Not Rated,50
440,Fatima,"Aug 28, 2020","In 1917, outside the parish of Fátima, Portugal, a 10-year-old girl and her two younger cousins witness multiple visitations of the Virgin Mary, who tells them that only prayer and suffering will bring an end to World War I. As secularist government officials and Church leaders try to force the children to recant their story, word of the sighting spreads across the country, inspiring religious pilgrims to flock to the site in hopes of witnessing a miracle. What they experience will transform their quiet lives and bring the attention of a world yearning for peace.",PG-13,50
441,The Devil Has a Name,"Oct 16, 2020",An ambitious oil executive leaves the whole industry exposed when she attempts to outwit a recently widowed farmer whose water she has poisoned.,R,50
442,Dreamland,"Jun 5, 2020","On the night of the strangest weddings in history, a grotesque gang boss hires a stone cold killer to bring him the finger of a fading, drug-addicted jazz legend.",Not Rated,50
443,The Lost Husband,"Apr 10, 2020","After the sudden death of her husband, city-girl Libby (Leslie Bibb) is out of options. A job on her estranged Aunt's goat farm isn't ideal, but as Libby gets to know the residents of the small town, including a gruff farm manager with a tragic past, she starts to love the country life.",PG-13,49
444,Porno,"May 8, 2020","When five teen employees at the local movie theater in a small Christian town discover a mysterious old film hidden in the basement, they unleash an alluring succubus who gives them a sex education... written in blood.",TV-MA,49
445,Downhill,"Feb 14, 2020","Barely escaping an avalanche during a family ski vacation in the Alps, a married couple is thrown into disarray as they are forced to reevaluate their lives and how they feel about each other.",R,49
446,Spenser Confidential,"Mar 6, 2020","Spenser (Mark Wahlberg) - an ex-cop better known for making trouble than solving it - just got out of prison and is leaving Boston for good. But first he gets roped into helping his old boxing coach and mentor, Henry (Alan Arkin), with a promising amateur. That's Hawk (Winston Duke), a brash, no-nonsense MMA fighter convinced he'll be a tougher opponent than Spenser ever was. When two of Spenser's former colleagues turn up murdered, he recruits Hawk and his foul-mouthed ex-girlfriend, Cissy (Iliza Shlesinger), to help him investigate and bring the culprits to justice.",R,49
447,"Phoenix, Oregon","Mar 20, 2020","Defying midlife haze, two friends, a graphic novelist and a chef, seize an unlikely opportunity to reinvent their lives, quitting their jobs to restore an old bowling alley and serve the “world's greatest pizza.""",R,49
448,Godmothered,"Dec 4, 2020","Upon hearing that her chosen profession is facing extinction, Eleanor (Jillian Bell), a young, inexperienced fairy godmother-in-training, decides to show the world that people still need fairy godmothers. Finding a mislaid letter from a 10-year-old girl in distress, Eleanor tracks her down and discovers that the girl, Mackenzie, is now a 40-year-old single mom (Isla Fisher) working at a news station in Boston. Having lost her husband several years earlier, Mackenzie has all but given up on the idea of “Happily Ever After,” but Eleanor is bound and determined to give Mackenzie a happiness makeover, whether she likes it or not. ",TV-PG,49
449,Inside the Rain,"Mar 13, 2020","College film student Benjamin Glass (Aaron Fisher) has it all: ADHD, OCD, borderline personality. And he’s also bipolar. But Glass is more than his diagnoses - he prefers the term “recklessly extravagant” - and he’s determined to prove his genius. When a misunderstanding threatens to expel him from college, Glass pushes back; he plans on recreating the incident on video, with the help of a moonlighting sex worker (Ellen Toland) to clear his name. But how will he raise the money for the film, when his parents dismiss the scheme as another manic episode?",TV-MA,49
450,Underwater,"Jan 10, 2020",A crew of underwater researchers must scramble to safety after an earthquake devastates their subterranean laboratory.,PG-13,48
451,The Secrets We Keep,"Sep 16, 2020","In post-WWII America, a woman (Noomi Rapace), rebuilding her life in the suburbs with her husband (Chris Messina), kidnaps her neighbor (Joel Kinnaman) and seeks vengeance for the heinous war crimes she believes he committed against her. ",R,48
452,The Call of the Wild,"Feb 21, 2020","Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Alaskan Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team--and later its leader--Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",PG,48
453,Sonic the Hedgehog,"Feb 14, 2020",Sonic navigates the complexities of life on Earth with his newfound - human - best friend Tom Wachowski (James Marsden). Sonic and Tom join forces to try and stop the villainous Dr. Robotnik (Jim Carrey) from capturing Sonic and using his immense powers for world domination. ,TV-G,47
454,Tape,"Mar 27, 2020","Based on true events and set in New York City, Tape is the story of an aspiring actress (Isabelle Fuhrman) who crosses paths with the darker side of the entertainment industry.",Not Rated,47
455,Monster Hunter,"Dec 18, 2020","Behind our world, there is another: a world of dangerous and powerful monsters that rule their domain with deadly ferocity. When an unexpected sandstorm transports Captain Artemis (Milla Jovovich) and her unit (TI Harris, Meagan Good, Diego Boneta) to a new world, the soldiers are shocked to discover that this hostile and unknown environment is home to enormous and terrifying monsters immune to their firepower. In their desperate battle for survival, the unit encounters the mysterious Hunter (Tony Jaa), whose unique skills allow him to stay one step ahead of the powerful creatures. As Artemis and Hunter slowly build trust, she discovers that he is part of a team led by the Admiral (Ron Perlman). Facing a danger so great it could threaten to destroy their world, the brave warriors combine their unique abilities to band together for the ultimate showdown.",TV-14,47
456,The Sunlit Night,"Jul 17, 2020","The Sunlit Night follows an aspiring painter (Jenny Slate) from New York City to the farthest reaches of Arctic Norway for an assignment she hopes will invigorate her work and expand her horizons. In a remote village, among the locals, she meets a fellow New Yorker (Alex Sharp), who has come in search of a proper Viking funeral only to find that the Chief (Zach Galifianakis) is but a re-enactor from Cincinnati. The eclectic crew ranges from ""home"" to ""lost,"" within the extreme and dazzling landscape of the Far North. Under a sun that never quite sets, and the high standards of an unforgiving mentor, Frances must navigate between ambition, desire, obligation, and risk in order to find a way forward.",Not Rated,47
457,Irresistible,"Jun 26, 2020","After the Democrat’s top strategist Gary (Steve Carell) sees a video of a retired Marine Colonel (Chris Cooper) standing up for the rights of his town’s undocumented workers, Gary believes he has found the key to winning back the Heartland. However, when the Republicans counter him by sending in his brilliant nemesis Faith (Rose Byrne), what started out as a local race quickly becomes an out-of-control and hilarious fight for the soul of America.",R,47
458,The Witches,"Oct 22, 2020","Reimagining Roald Dahl's 1983 children's novel for a modern audience, The Witches tells the darkly humorous and heartwarming tale of a young orphaned boy (Jahzir Kadeem Bruno) who, in late 1967, goes to live with his loving Grandma (Octavia Spencer) in the rural Alabama town of Demopolis.  As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks our young hero away to an opulent seaside resort.  Regrettably, they arrive at precisely the same time that the world’s Grand High Witch (Anne Hathaway) has gathered her fellow cronies from around the globe to carry out her nefarious plans.",PG,47
459,My Spy,"Jun 26, 2020","JJ (Dave Bautista), a hardened CIA operative, has been demoted and finds himself at the mercy of a precocious 9-year-old girl, named Sophie (Chloe Coleman) where he has been sent undercover begrudgingly to surveil her family.  When Sophie discovers hidden cameras in her apartment she uses her tech savviness to locate where the surveillance operation is set.  In exchange for not blowing JJ's cover Sophie convinces him to spend time with her and teach her to be a spy. Despite his reluctance JJ finds he is no match for Sophie's disarming charm and wit.",PG-13,46
460,The Sleepover,"Aug 21, 2020","In this family adventure-comedy, Clancy (Sadie Stanley) and her kid brother Kevin (Maxwell Simkins) discover that their seemingly normal stay-at-home mom Margot (Malin Åkerman) is actually a former high-end thief in the witness protection program. When both their mom and dad (Ken Marino) are kidnapped and forced to pull one last job with an ex-flame of Margot’s (Joe Manganiello), the siblings must team up to rescue their parents over the course of one action-packed night that they’ll never forget. ",TV-PG,46
461,Rebecca,"Oct 16, 2020","After a whirlwind romance in Monte Carlo with handsome widower Maxim de Winter (Armie Hammer), a newly married young woman (Lily James) arrives at Manderley, her new husband's imposing family estate on a windswept English coast. Naive and inexperienced, she begins to settle into the trappings of her new life, but finds herself battling the shadow of Maxim's first wife, the elegant and urbane Rebecca, whose haunting legacy is kept alive by Manderley's sinister housekeeper Mrs. Danvers (Kristin Scott Thomas).",PG-13,46
462,You Should Have Left,"Jun 18, 2020","Theo Conroy (Kevin Bacon) is a successful middle-aged man whose marriage to his much younger actress wife, Susanna (Amanda Seyfried) is shredding at the seams, frayed by her secretiveness, his jealousy, and the shadow of his past. In an effort to repair their relationship, Theo and Susanna book a vacation at a stunning, remote modern home in the Welsh countryside for themselves and their six-year-old daughter, Ella (Avery Essex). What at first seems like a perfect retreat distorts into a perfect nightmare when Theo’s grasp on reality begins to unravel and he suspects that a sinister force within the house knows more than he or Susanna have revealed, even to each other.",R,46
463,Measure for Measure,"Sep 3, 2020","An unlikely love ignites between a modern Muslim girl and a local musician amongst the background of racial tension, amphetamines and gang culture in the city’s notorious housing estate.",Not Rated,46
464,Centigrade,"Aug 28, 2020","In 2002, a young American couple, Matthew and Naomi, travel to the arctic mountains of Norway.  After pulling over during a snowstorm, they wake up trapped in their SUV, buried underneath layers of snow and ice. As if the stakes aren’t high enough, it is revealed that Naomi is eight months pregnant in their frozen prison. With few resources, a dwindling food supply, and nothing but time, tension, blame, and personal secrets bubble to the surface. Matthew and Naomi realize they must work together to survive in a crippling battle against the elements, hypothermia, disturbing hallucinations, and plunging temperatures reaching as low as -30C.  Will they all make it out of this alive. [IFC Midnight]",Unrated,46
465,Capone,"May 12, 2020","Once a ruthless businessman and bootlegger who ruled Chicago with an iron fist, Alfonse Capone (Tom Hardy) was the most infamous and feared gangster of American lore. At the age of 47, following nearly a decade of imprisonment, dementia rots Alfonse’s mind and his past becomes present. Harrowing memories of his violent and brutal origins melt into his waking life. As he spends his final year surrounded by family with the FBI lying in wait, this ailing patriarch struggles to place the memory of the location of millions of dollars he hid away on his property.",R,46
466,Honest Thief,"Oct 16, 2020","Wanting to lead an honest life, a notorious bank robber (Liam Neeson) turns himself in, only to be double-crossed by two ruthless FBI agents.",PG-13,46
467,Exit Plan,"Jun 12, 2020","Insurance detective Max is investigating Arthur's disappearance. The assignment takes him on a long, mysterious journey into the clandestine Aurora Hotel. While in the midst of an existential crisis, Max questions his perception of reality.",Not Rated,46
468,Black Water: Abyss,"Aug 7, 2020","Deep in the forests of Australia, a group of friends explore a remote cave system when a tropical storm hits. As rising flood waters trap them deep below the surface, something even deadlier emerges from the darkness – killer crocodiles.",Not Rated,46
469,The Lie,"Oct 6, 2020","When their teenaged daughter confesses to impulsively killing her best friend, two desperate parents attempt to cover up the horrific crime, leading them into a complicated web of lies and deception.",R,45
470,The Rhythm Section,"Jan 31, 2020","Stephanie Patrick (Blake Lively) is an ordinary woman on a path of self-destruction after her family is tragically killed in a plane crash. When Stephanie discovers that the crash was not an accident, she enters a dark, complex world to seek revenge on those responsible and find her own redemption. ",R,45
471,Fisherman's Friends,"Jul 24, 2020","A fast living, cynical London music executive (Daniel Mays) heads to a remote Cornish village on a stag weekend where he's pranked by his boss (Noel Clarke) into trying to sign a group of shanty singing fishermen (led by James Purefoy). He becomes the ultimate ""fish out of water"" as he struggles to gain the respect or enthusiasm of the unlikely boy band and their families (including Tuppence Middleton) who value friendship and community over fame and fortune. As he's drawn deeper into the traditional way of life he's forced to reevaluate his own integrity and ultimately question what success really means.",PG-13,45
472,Holidate,"Oct 28, 2020","Sloane (Emma Roberts) and Jackson (Luke Bracey) hate the holidays. They constantly find themselves single, sitting at the kids table, or stuck with awkward dates. But when these two strangers meet one particularly bad Christmas, they make a pact to be each other’s “holidate” for every festive occasion throughout the next year. With a mutual disdain for the holidays, and assuring themselves that they have no romantic interest in the other, they make the perfect team. However, as a year of absurd celebrations come to an end, Sloane and Jackson find that sharing everything they hate may just prove to be something they unexpectedly love. [Netflix]",TV-MA,44
473,Have a Good Trip: Adventures in Psychedelics,"May 11, 2020","Have a Good Trip: Adventures in Psychedelics is a documentary featuring real-life tripping stories from A-list actors, comedians, and musicians. Star-studded reenactments and surreal animations bring their comedic hallucinations to life. The film explores the pros, cons, history, future, science, pop cultural impact, and cosmic possibilities of hallucinogens. The film also acts as an unofficial user’s guide for these consciousness altering compounds, and helps dispel the scare myths of the After School Special era. The film tackles some big questions: Can psychedelics have a role in treating mental health? Do they make us jump out of windows? Is love really all we need? Can trees talk? [Netflix]",TV-MA,44
474,Hooking Up,"Mar 20, 2020","She (Brittany Snow) is an adventurous writer pumping out scandalous content for a lifestyle magazine. He (Sam Richardson) is a hopeless romantic who’s just been dumped by his high school sweetheart and given a medical diagnosis that’s left him shook. After a chance meeting, the mismatched duo hit the road on a cross country trip to provide them both some much needed healing.",R,44
475,Made in Italy,"Aug 7, 2020","Bohemian London artist Robert (Liam Neeson) returns to Italy with his estranged son Jack (Micheal Richardson) to make a quick sale of the house they inherited from his late wife. Neither expects to find the once beautiful villa in such a state of disrepair.  Renovations go badly, with father and son soon finding themselves at odds. Robert’s comical lack of DIY experience leads him to seek help from some colourful locals including the no nonsense Kate (Lindsay Duncan), an ex-pat making her living selling villas who quickly captures his attention. For Jack, the state of the house seems to mirror his search for memories of happier times with his mother. He soon falls for Natalia (Valeria Bilello), a vivacious young Italian chef, who restores both body and soul with delights from her local trattoria – until the pair find their developing relationship in jeopardy from Natalia’s jealous and threatening ex-husband. As Robert and Jack painstakingly restore the villa to its previous glory, they also start to mend their relationship. The future may now look quite different and surprise them both.",R,44
476,The Jesus Rolls,"Feb 28, 2020","The Jesus rolls on. Hours after being released from prison, Jesus Quintana (John Turturro) pairs up with fellow misfits Petey (Bobby Cannavale) and Marie (Audrey Tautou), and embark on a freewheeling joyride of petty crime and romance.",R,44
477,The Night Clerk,"Feb 21, 2020","While on duty, a young, socially challenged hotel clerk (Tye Sheridan) witnesses a murder in one of the rooms but his suspicious actions land him as the lead detective’s (John Leguizamo) number one suspect. ",R,44
478,Bloodshot,"Mar 13, 2020","Ray Garrison (Vin Diesel) is a soldier recently killed in action and brought back to life as the superhero Bloodshot by the RST corporation.  With an army of nanotechnology in his veins, he's an unstoppable force -stronger than ever and able to heal instantly.  But in controlling his body, the company has sway over his mind and memories, too.  Now, Ray doesn't know what's real and what's not - but he's on a mission to find out.",PG-13,44
479,Antebellum,"Sep 18, 2020",Successful author Veronica Henley (Janelle Monáe) finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,R,43
480,Clover,"Apr 3, 2020",Two brothers owe money to the wrong guy at the wrong time. While they go on the run trying to pull together the money they become burdened with a teenage girl and hunted by assassins they don't know are following their every move,Not Rated,43
481,The New Mutants,"Aug 28, 2020","In an isolated hospital, young mutants are being held for psychiatric monitoring. When strange occurrences begin to take place, both their new mutant abilities and their friendships will be tested as they battle to try and make it out alive.
",PG-13,43
482,Scoob!,"May 15, 2020","Scoob! reveals how lifelong friends Scooby and Shaggy first met and how they joined with young detectives Fred, Velma and Daphne to form the famous Mystery Inc. Now, with hundreds of cases solved and adventures shared, Scooby and the gang face their biggest, most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world.  As they race to stop this global “dogpocalypse,” the gang discovers that Scooby has a secret legacy and an epic destiny greater than anyone imagined.",TV-PG,43
483,Four Kids and It,"Jun 30, 2020",A group of kids on holiday in Cornwall meet a magical creature on the beach with the power to grant wishes.,PG,42
484,Fatale,"Dec 18, 2020","In this suspenseful and provocative psychological thriller, a successful sports agent, Darren (Michael Ealy), watches his perfect life slowly disappear when he becomes entangled in a police investigation led by a discredited, disgraced and determined detective (Hilary Swank), with whom he had a wild one night stand.",R,42
485,Spree,"Aug 14, 2020","Meet Kurt (Joe Keery), a 23-year-old rideshare driver for ""Spree"", who is so desperate for social media attention that he'll stop at nothing to go viral. He comes up with a plan to livestream a rampage as a shortcut to infamy - coining his evil scheme ""#thelesson"", he installs a set of cameras in his car and begins streaming his rides. Wildly miscalculating the popularity that would come from his lethal scheme, Kurt’s desperation grows as he tries to find a way to overcome the plan's flaws. In the middle of all this madness, a stand-up comedian (Sasheer Zamata) with her own viral agenda crosses Kurt's path and becomes the only hope to put a stop to his misguided carnage.",Not Rated,42
486,Robert the Bruce,"Apr 24, 2020","King Robert the Bruce is injured and on the run from the English army. On the brink of defeat, a widow and her family nurse him back to health and join The Bruce as he sets out to claim the long-awaited freedom of Scotland.",TV-14,42
487,Books of Blood,"Oct 7, 2020",A journey into uncharted and forbidden territory through three tales tangled in space and time.,TV-MA,42
488,Wild Mountain Thyme,"Dec 11, 2020","Rosemary (Emily Blunt) has her heart set on winning Anthony’s (Jamie Dornan) affections. Having been stung by his father’s (Christopher Walken) plan to sell his farm in Ireland to his American nephew (Jon Hamm), Anthony is jolted into pursuing his dreams.",PG-13,42
489,Almost Love,"Apr 3, 2020","Does every relationship have an expiration date? Adam and Marklin are about to find out. Their 5-year relationship has gone from a passionate flame to a medium burn, forcing them to reconcile with each other’s shortcomings all while watching their support network crumble around them. Best friend Cammy’s latest beau checks all of her boxes – if you don’t count that he actually lives in a box; Haley’s student is more interested in studying her than for the SATs; and Elizabeth and Damon – the “stable” ones – are on the brink of divorce after 15 years of so-called bliss. But, in this mess, hope springs eternal as they all muddle their way through to try and make life work.",Not Rated,42
490,Guns Akimbo,"Feb 28, 2020","Miles’ (Daniel Radcliffe) nerdy existence as a video game developer takes a dramatic turn when he inadvertently gets caught up as the next contestant with SKIZM, an underground gang live-streaming real-life death matches.  While Miles excels at running away from everything, that won’t help him outlast Nix (Samara Weaving), a killer at the top of her game.",R,42
491,"Endings, Beginnings","Apr 17, 2020","In present day Los Angeles, Daphne (Shailene Woodley), a thirty something woman, navigates love and heartbreak over the course of one year. Daphne becomes intertwined with friends Jack (Jamie Dornan) and Frank (Sebastian Stan) after meeting them at a party. During that time, she will unlock the secrets to her life in a sudden turn of events and in the most surprising of places.",Unrated,42
492,The Roads Not Taken,"Mar 13, 2020","The Roads Not Taken follows a day in the life of Leo (Javier Bardem) and his daughter, Molly (Elle Fanning) as she grapples with the challenges of her father’s chaotic mind. As they weave their way through New York City, Leo’s journey takes on a hallucinatory quality as he floats through alternate lives he could have lived, leading Molly to wrestle with her own path as she considers her future.",R,42
493,Created Equal: Clarence Thomas in His Own Words,"Jan 31, 2020","Although Clarence Thomas remains a controversial figure, loved by some, reviled by others, few know much more than a few headlines and the recollections of his contentious confirmation battle with Anita Hill. Yet, the personal odyssey of Clarence Thomas is a classic American story and should be better known and understood. His life began in extreme poverty in the segregated South, and moved to the height of the legal profession, as one of the most influential justices on the Supreme Court. ",PG-13,41
494,Superintelligence,"Nov 26, 2020","Nothing extraordinary ever happens to Carol Peters (Melissa McCarthy), so when she starts getting snarky backtalk from her TV, phone and microwave, she thinks she’s being punked. Or losing her mind. In fact, the world’s first superintelligence has selected her for observation, taking over her life…with a bigger, more ominous plan to take over everything. Now Carol is humanity’s last chance before this artificial intelligence-with-an-attitude decides to pull the plug. ",PG,41
495,Love Wedding Repeat,"Apr 10, 2020","While trying to make his sister's wedding day go smoothly, Jack (Sam Claflin) finds himself juggling an angry ex-girlfriend (Freida Pinto), an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away (Olivia Munn) in alternate versions of the same day. [Netflix]",TV-MA,41
496,The Sonata,"Jan 10, 2020",A gifted musician (Freya Tingley) inherits a mansion after her long lost father (Rutger Hauer) dies under mysterious circumstances. She discovers his last musical masterpiece riddled with cryptic symbols that unravels an evil secret.,Not Rated,41
497,Stage Mother,"Aug 21, 2020","When conservative, Texas church-choir director Maybelline (Jacki Weaver) inherits her recently deceased son's drag club, she surprises her closed-minded husband and everyone else she knows by moving alone to San Francisco to save the club from bankruptcy.  In this raucous, racy new environment, she begins to open up and find new meaning for her life, even becoming a mother-figure to the club's flamboyant performers until a surprise visit threatens to upend her new life.
",R,41
498,Desperados,"Jul 3, 2020","A panicked young woman (Nasim Pedrad) and her two best friends (Anna Camp & Sarah Burns) fly to Mexico to delete a ranting email she sent to her new boyfriend. On arrival, they run into her former beau (Lamorne Morris), who soon gets caught up in their frantic scheme.",TV-MA,41
499,I Still Believe,"Mar 13, 2020",The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,PG,41
500,The Grudge,"Jan 3, 2020","After a young mother murders her family in her own house, a single mother and young detective tries to investigate and solve the case. Later, she discovers the house is cursed by a vengeful ghost that dooms those who enter it with a violent death. Now, she runs to save herself and her son from demonic spirits from the cursed house in her neighborhood.",R,41
501,Come Away,"Nov 13, 2020","Eight-year-old Alice (Keira Chansa), her mischievous brother Peter (Jordan A. Nash) and their brilliant older sibling David (Reece Yates) let their imaginations run wild one blissful summer in the English countryside. Encouraged by their parents Jack and Rose (David Oyelowo and Angelina Jolie), the kids' make-believe tea parties, sword fights and pirate ship adventures come to an abrupt end when tragedy strikes. Peter, eager to prove himself a hero to his grief-stricken and financially-struggling parents, journeys with Alice to London, where they try to sell a treasured heirloom to the sinister pawnshop owner known as C.J. (David Gyasi). Returning home, Alice seeks temporary refuge in a wondrous rabbit hole while Peter permanently escapes reality by entering a magical realm as leader of the ""Lost Boys.""",PG,40
502,Fatman,"Nov 13, 2020","To save his declining business, Chris Cringle (Mel Gibson), also known as Santa Claus, is forced into a partnership with the U.S. military. Making matters worse, Chris gets locked into a deadly battle of wits against a highly skilled assassin (Walton Goggins), hired by a precocious 12-year-old after receiving a lump of coal in his stocking.",R,40
503,Unhinged,"Aug 21, 2020","Rachel (Caren Pistorius) is running late to work when she has an altercation at a traffic light with a stranger (Russell Crowe) whose life has left him feeling powerless and invisible. Soon, Rachel finds herself and everyone she loves the target of a man who decides to make one last mark upon the world by teaching her a series of deadly lessons. What follows is a dangerous game of cat and mouse that proves you never know  just how close you are to someone who is about to become unhinged. ",R,40
504,Blood and Money,"May 15, 2020",A retired veteran (Tom Berenger) hunting in the Allagash backcountry discovers a dead woman with a duffle bag full of money. He soon finds himself in a web of deceit and murder.,Not Rated,40
505,2067,"Oct 2, 2020","By the year 2067, Earth has been ravaged by climate change and humanity is forced to live on artificial oxygen. An illness caused by the synthetic O2 is killing the worlds’ population and the only hope for a cure comes in the form of a message from the future: “Send Ethan Whyte”. Ethan, an underground tunnel worker, is suddenly thrust into a terrifying new world full of unknown danger as he must fight to save the human race.",Not Rated,39
506,Inherit the Viper,"Jan 10, 2020","For siblings Kip (Josh Hartnett) and Josie (Margarita Levieva), dealing opioids isn’t just their family business—it’s their only means of survival. When a deal goes fatally wrong, Kip decides he wants out. But Kip’s attempt to escape his family’s legacy ignites a powder keg of violence and betrayal, imperiling Kip, Josie, and their younger brother, Boots (Owen Teague), in this searing crime-thriller that builds to a shattering conclusion.",R,39
